"pmid","title","language","decision","layer","reason","citation_chase","language_exclude"
"18226587","Molecular evolution of Salmonella enterica serovar Typhimurium and pathogenic  Escherichia coli: from pathogenesis to therapeutics.","eng","exclude","none","Molecular evolution review of virulence genes","no","no"
"1822714","[Antibiotic sensitivity of Salmonella typhi].","spa","exclude","none","antibiotic sensitivity letter; AMR; abstract unavailable","no","no"
"18227269","The yejABEF operon of Salmonella confers resistance to antimicrobial peptides and  contributes to its virulence.","eng","exclude","none","Salmonella operon virulence; mouse model","no","no"
"18239247","Spinal subdural haematoma: a rare complication of low-molecular-weight heparin  therapy.","eng","exclude","none","spinal haematoma paratyphi case report no denominator","no","no"
"1824151","[Hygiene habits at the family level and typhoid].","spa","exclude","none","Hygiene risk-factor study; not diagnostic or culture","no","no"
"18242584","Peripheral inflammation is associated with altered substantia nigra activity and  psychomotor slowing in humans.","eng","exclude","none","typhoid vaccine inflammation fMRI study","no","no"
"18243772","A novel pathway for exotoxin delivery by an intracellular pathogen.","eng","exclude","none","pathogenesis review exotoxin delivery; not diagnostic","no","no"
"18254214","Antibacterial and toxicological evaluation of beta-lactams synthesized by  immobilized beta-lactamase-free penicillin amidase produced by Alcaligenes sp.","eng","exclude","none","beta-lactam synthesis by penicillin amidase; not diagnostic","no","no"
"18258058","Multidrug-resistant typhoid fever outbreak in travelers returning from  Bangladesh.","eng","exclude","none","Traveler-only special population outbreak","no","no"
"18266715","The capacity of Salmonella to survive inside dendritic cells and prevent antigen  presentation to T cells is host specific.","eng","exclude","none","dendritic cell survival pathogenesis; no denominator","no","no"
"18274989","Iron out-of-balance: a risk factor for acute and chronic diseases.","eng","exclude","none","iron imbalance disease review not diagnostic","no","no"
"18287294","The TUBEX test detects not only typhoid-specific antibodies but also soluble  antigens and whole bacteria.","eng","exclude","none","TUBEX assay characterization; lab serodiagnostic","no","no"
"18306708","[Clinical-morphological treatment of the rupture of the cavernous formations in  the spleen as a rare complication of typhoid fever].","rus","exclude","none","Russian language; case report spleen rupture","no","yes"
"18312473","Typhoid fever in children in Africa.","eng","exclude","none","narrative review clinical/Widal diagnosis; no primary data","no","no"
"18321366","Magnitude of bacteraemia is associated with increased mortality in non-typhoid  salmonellosis: a one-year follow-up study.","eng","exclude","none","non-typhoid Salmonella bacteraemia prognosis","no","no"
"18329764","Cross-protective immunity conferred by a DNA adenine methylase deficient  Salmonella enterica serovar Typhimurium vaccine in calves challenged with Salmonella serovar Newport.","eng","exclude","none","cattle Salmonella vaccine cross-protection; not human","no","no"
"1834076","Platelet-activating factor induces intestinal necrosis, but not septic shock, in  germ-free and specific-pathogen-free rodents.","eng","exclude","none","platelet-activating factor intestinal necrosis; animal","no","no"
"183429","[Comparative characteristics of antigenic peculiarities and several other  properties of stable long-term cultures of salmonella L-forms].","rus","exclude","none","Russian language; Salmonella L-form characterization study","no","yes"
"18362463","Thoracic spinal epidural abscess caused by Salmonella typhi.","eng","exclude","none","case report spinal epidural abscess Typhi","no","no"
"18363239","Applications of cell imaging in Salmonella research.","eng","exclude","none","cell imaging techniques review; not diagnostics","no","no"
"18367274","An integrative expression vector for strain improvement and environmental  applications of the nitrogen fixing cyanobacterium, Anabaena sp. strain PCC7120.","eng","exclude","none","cyanobacteria genetic engineering unrelated topic","no","no"
"18367574","PCR method to identify Salmonella enterica serovars Typhi, Paratyphi A, and  Paratyphi B among Salmonella Isolates from the blood of patients with clinical enteric fever.","eng","exclude","none","PCR serovar identification among blood isolates; analytical typing","no","no"
"1836925","[The structure of the population morbidity with specific intestinal infections in  areas with different intensities in the development of the epidemic process and an evaluation of its manifestations].","rus","exclude","none","non-eligible language","no","yes"
"18369469","A new family of lysozyme inhibitors contributing to lysozyme tolerance in  gram-negative bacteria.","eng","exclude","none","bacterial lysozyme inhibitor molecular study; not diagnostics","no","no"
"18376589","The effect of preenrichment and selective enrichment media on recovery of  Salmonella Typhi from the tropical fruit mamey.","eng","exclude","none","culture media recovery from fruit; food microbiology","no","no"
"18380895","On detection and assessment of statistical significance of Genomic Islands.","eng","exclude","none","genomic islands detection; bioinformatics","no","no"
"18383953","Current pattern of enteric fever: a prospective clinical and microbiological  study.","eng","exclude","none","confirmed-case series; AMR profile; no denominator","no","no"
"18389694","Effect of selected plant essential oils or their constituents and modified  atmosphere packaging on the radiosensitivity of Escherichia coli O157:H7 and Salmonella typhi in ground beef.","eng","exclude","none","essential oil radiosensitization food science study","no","no"
"18400326","Optimization of Vi capsular polysaccharide production during growth of Salmonella  enterica serotype Typhi Ty2 in a bioreactor.","eng","exclude","none","Vi polysaccharide bioreactor; not diagnostic","no","no"
"18402191","Adults' perceived prevalence of enteric fever predicts laboratory-validated  incidence of typhoid fever in children.","eng","exclude","none","Community perception predicts typhoid incidence; modeling not diagnostic","no","no"
"18415871","Bilateral endogenous panophthalmitis caused by Salmonella typhi: first case  report.","eng","exclude","none","case report panophthalmitis","no","no"
"18416351","Enteric fever with suspected intestinal perforation and incidental renal cell  carcinoma--a case report.","eng","exclude","none","Single case report; no denominator","no","no"
"18417532","Correlation of T cell response and bacterial clearance in human volunteers  challenged with Helicobacter pylori revealed by randomised controlled vaccination with Ty21a-based Salmonella vaccines.","eng","exclude","none","H pylori vaccine trial using Typhi vector","no","no"
"18434098","The Salmonella Typhi hlyE gene plays a role in invasion of cultured epithelial  cells and its functional transfer to S. Typhimurium promotes deep organ infection in mice.","eng","exclude","none","Hemolysin gene invasion study; molecular virulence only","no","no"
"18436352","Innate inflammatory responses to the Gram-positive bacterium Lactococcus lactis.","eng","exclude","none","Lactococcus lactis immunology; not diagnostic","no","no"
"18444827","Fosfomycin: use beyond urinary tract and gastrointestinal infections.","eng","exclude","none","fosfomycin antibiotic review typhoid among infections","no","no"
"18452661","Low-level quinolone-resistance in multi-drug resistant typhoid.","eng","exclude","none","quinolone-resistance frequency among isolates; AMR only","no","no"
"18456117","Functional properties of selected starter cultures for sour maize bread.","eng","exclude","none","Food starter culture antimicrobial test; not diagnostic","no","no"
"18460245","Etiological spectrum of pancytopenia based on bone marrow examination in  children.","eng","exclude","none","pancytopenia bone marrow morphology not culture","no","no"
"18474127","Surveillance of antimicrobial resistance of Salmonella enterica serotype Typhi in  seven Asian countries.","eng","exclude","none","AMR surveillance of confirmed isolates; no suspected counts","no","no"
"18474400","Salmonella infections in immunocompromised adults.","eng","exclude","none","narrative review Salmonella immunocompromised adults","no","no"
"18474513","BSAC standardized disc susceptibility testing method (version 7).","eng","exclude","none","disc susceptibility testing guideline; no positivity","no","no"
"18474649","Presence of wild-type and attenuated Salmonella enterica strains in brain tissues  following inoculation of mice by different routes.","eng","exclude","none","vaccine strain brain tissue; animal safety","no","no"
"18475390","Salmonella typhi and pregnancy: a case report.","eng","exclude","none","case report; typhi in pregnancy; no denominator","no","no"
"18504062","Synthesis and antibacterial activity of some new  2,3-dimethoxy-3-hydroxy-2-(1-phenyl-3-aryl-4-pyrazolyl)chromanones.","eng","exclude","none","chromanone synthesis antibacterial; chemistry","no","no"
"18509759","Importance of travel in domestically acquired typhoid fever infections:  opportunities for prevention and early detection.","eng","exclude","none","travellers domestic typhoid; two cases; no positivity","no","no"
"18515488","Microencapsulation of bacteriophage felix O1 into chitosan-alginate microspheres  for oral delivery.","eng","exclude","none","Phage therapy delivery formulation study","no","no"
"1852133","A killing disease epidemic among displaced Sudanese population identified as  visceral leishmaniasis.","eng","exclude","none","Visceral leishmaniasis outbreak enteric fever only differential","no","no"
"18536948","Proving the antimicrobial spectrum of an amphoteric surfactant-sol-gel coating: a  food-borne pathogen study.","eng","exclude","none","antimicrobial coating; Typhi test strain","no","no"
"18541478","Identification of cognate host targets and specific ubiquitylation sites on the  Salmonella SPI-1 effector SopB/SigD.","eng","exclude","none","Salmonella effector ubiquitylation; molecular","no","no"
